CustomerID,Recency,Frequency,Monetary,Monetary_log,Segment,SegmentName
12507.0,134,4,1258.06,7.138120689779327,0,At Risk
12508.0,26,2,398.27,5.989637879766574,0,At Risk
12509.0,284,1,176.5,5.178970608915471,1,At Risk
12510.0,143,2,982.5699999999999,6.8911888096735625,0,At Risk
12512.0,66,2,138.03,4.9346897371814515,0,At Risk
12513.0,85,2,586.79,6.376369741250785,0,At Risk
12514.0,267,1,1017.68,6.926262950537876,1,At Risk
12515.0,353,1,383.7,5.95246380975825,1,At Risk
12516.0,78,2,1312.06,7.180115570136106,0,At Risk
12517.0,28,6,2464.89,7.810308076078937,2,Champions
12518.0,1,5,2056.89,7.629436465014086,2,Champions
12519.0,64,1,340.84,5.83434279133577,0,At Risk
12520.0,79,6,2582.51,7.856904218437767,2,Champions
12521.0,143,1,599.68,6.39806234681208,0,At Risk
12522.0,39,2,192.72,5.266413817535028,0,At Risk
12523.0,2,13,1745.57,7.4654091436040195,2,Champions
12524.0,9,8,4485.72,8.408877201532766,2,Champions
12526.0,1,3,1316.66,7.183612715167257,0,At Risk
12527.0,82,3,348.71000000000004,5.857104239599851,0,At Risk
12528.0,9,8,1922.28,7.561787340813513,2,Champions
12530.0,60,5,1623.63,7.3930353765303165,2,Champions
12531.0,15,1,125.22,4.838026416156094,0,At Risk
12532.0,30,1,349.83000000000004,5.860301775655642,0,At Risk
12534.0,131,1,1089.18,6.9940980992041535,0,At Risk
12535.0,92,2,716.35,6.575563866544399,0,At Risk
12536.0,8,5,4106.82,8.320647753145908,2,Champions
12538.0,29,1,363.95,5.899760357897641,0,At Risk
12539.0,22,5,3852.5,8.256737105218049,2,Champions
12540.0,20,19,13309.039999999999,9.496273916643846,2,Champions
12541.0,30,3,981.18,6.889774590946187,0,At Risk
12544.0,30,2,355.7,5.876895092364846,0,At Risk
12545.0,75,2,1000.39,6.9091443138264115,0,At Risk
12546.0,47,3,1141.5,7.040974122768359,0,At Risk
12547.0,198,2,207.79999999999998,5.341376856008484,1,At Risk
12548.0,166,1,95.19999999999999,4.566429357671661,1,At Risk
12550.0,79,1,964.83,6.872987835288763,0,At Risk
12551.0,358,1,168.0,5.1298987149230735,1,At Risk
12552.0,39,2,437.82,6.084089306213804,0,At Risk
12553.0,8,14,3652.25,8.203372461354762,2,Champions
12556.0,50,2,603.71,6.404749004268278,0,At Risk
12557.0,16,5,11990.960000000001,9.391991704219834,2,Champions
12558.0,2,2,1.0658141036401503e-14,1.0658141036401446e-14,0,At Risk
12559.0,311,3,536.21,6.286389079516778,1,At Risk
12560.0,5,4,2101.39,7.650830071810182,2,Champions
12561.0,303,1,238.85,5.480013727948073,1,At Risk
12562.0,8,7,3781.7400000000002,8.23820389374878,2,Champions
12564.0,261,1,456.9,6.12665081966305,1,At Risk
12565.0,282,2,131.17,4.884088972769716,1,At Risk
12566.0,73,2,346.7,5.851340039013816,0,At Risk
12567.0,23,11,9114.94,9.117779808509777,2,Champions
12569.0,2,35,4064.9900000000002,8.31041253476569,2,Champions
12571.0,40,2,519.61,6.255001200981438,0,At Risk
12572.0,9,3,1004.72,6.913458981898815,0,At Risk
12573.0,227,1,160.54000000000002,5.08475279001415,1,At Risk
12574.0,316,1,218.45,5.391124416134243,1,At Risk
12576.0,36,6,1306.98,7.176239241380365,2,Champions
12577.0,35,4,595.4,6.390911582890583,0,At Risk
12578.0,21,4,2753.36,7.9209403896998705,2,Champions
12579.0,73,3,410.72,6.020343506658358,0,At Risk
12580.0,247,1,415.7,6.032366538428407,1,At Risk
12581.0,40,1,197.71,5.291846475417725,0,At Risk
12582.0,239,2,511.36,6.239027502962935,1,At Risk
12583.0,3,18,7187.34,8.880215547842107,2,Champions
12584.0,4,18,1893.95,7.546947731944156,2,Champions
12585.0,234,4,1982.81,7.592774517129917,1,At Risk
12586.0,17,2,179.94000000000003,5.198165484597595,0,At Risk
12587.0,8,1,144.0,4.976733742420574,0,At Risk
12588.0,39,1,214.89999999999998,5.3748153375207615,0,At Risk
12589.0,29,2,646.68,6.473396747218991,0,At Risk
12590.0,190,3,9861.38,9.196482797779726,2,Champions
12591.0,317,1,452.84999999999997,6.117766746972636,1,At Risk
12592.0,92,2,437.6,6.083587835983788,0,At Risk
12593.0,109,3,418.09999999999997,6.038109554931026,0,At Risk
12594.0,38,11,3320.2200000000003,8.108087464289532,2,Champions
12596.0,51,2,618.27,6.428541364981557,0,At Risk
12597.0,19,5,3683.13,8.211789684483328,2,Champions
12598.0,10,9,3002.68,8.007593482576052,2,Champions
12599.0,29,7,1032.58,6.940783782995926,0,At Risk
12600.0,29,11,2581.04,7.85633506315336,2,Champions
12601.0,190,6,569.5600000000001,6.346618334674775,1,At Risk
12602.0,59,1,153.12,5.037731519757957,0,At Risk
12603.0,22,1,739.1999999999999,6.606920419952056,0,At Risk
12604.0,79,2,254.18,5.541969178493598,0,At Risk
12607.0,58,2,3.552713678800501e-15,3.5527136788004946e-15,0,At Risk
12609.0,78,3,1126.85,7.0280684444921455,0,At Risk
12610.0,23,7,2057.99,7.629970850289429,2,Champions
12611.0,52,1,1193.32,7.085332264745334,0,At Risk
12612.0,58,2,643.59,6.46861445576426,0,At Risk
12613.0,31,6,3218.98,8.077130427339041,2,Champions
12614.0,278,1,315.6,5.757639147446912,1,At Risk
12615.0,2,4,2291.19,7.73726297143202,2,Champions
12616.0,85,5,657.25,6.489584798376419,0,At Risk
12617.0,29,1,355.53,5.876418387786464,0,At Risk
12618.0,22,1,177.31,5.183523608545955,0,At Risk
12619.0,16,13,3214.81,8.0758345489516,2,Champions
12620.0,15,3,1339.41,7.20073081629489,0,At Risk
12621.0,2,23,13612.07,9.518785639642791,2,Champions
12622.0,232,1,180.1,5.199049364889368,1,At Risk
12623.0,276,1,305.1,5.723911845951367,1,At Risk
12624.0,106,2,641.13,6.464790775403018,0,At Risk
12625.0,212,3,2614.32,7.869141739949214,1,At Risk
12626.0,23,13,6388.35,8.762387820757855,2,Champions
12627.0,11,7,4478.53,8.407273409191232,2,Champions
12628.0,4,4,769.61,6.647182409008974,0,At Risk
12630.0,10,2,1270.88,7.1482513998271635,0,At Risk
12631.0,57,1,640.5,6.463809184055691,0,At Risk
12633.0,59,5,2140.63,7.669322500326183,2,Champions
12635.0,90,2,1689.18,7.432590311121191,0,At Risk
12637.0,67,10,5953.25,8.691860529273333,2,Champions
12638.0,33,1,671.69,6.511284599453549,0,At Risk
12639.0,239,1,486.1,6.188469440812497,1,At Risk
12640.0,24,3,1174.58,7.06951692181073,0,At Risk
12641.0,115,1,185.9,5.230573714461517,0,At Risk
12642.0,25,3,1013.26,6.9219145615400475,0,At Risk
12643.0,128,6,3344.64,8.11541328460481,2,Champions
12644.0,130,1,477.91,6.171512688316606,0,At Risk
12645.0,34,5,1755.38,7.471010151694924,2,Champions
12646.0,5,2,1346.97,7.206355036031724,0,At Risk
12647.0,22,13,3669.92,8.208197590832244,2,Champions
12648.0,155,1,318.05,5.765347830314356,1,At Risk
12649.0,107,4,603.71,6.404749004268278,0,At Risk
12650.0,3,1,314.44,5.753968489569372,0,At Risk
12651.0,335,1,114.0,4.74493212836325,1,At Risk
12652.0,322,2,914.53,6.819503132556374,1,At Risk
12653.0,149,2,2209.85,7.701132335950876,2,Champions
12654.0,11,5,601.98,6.401884028681278,0,At Risk
12656.0,17,8,3982.72,8.289971335110156,2,Champions
12657.0,11,5,1152.06,7.050174557076439,0,At Risk
12658.0,19,1,686.05,6.532407069777784,0,At Risk
12659.0,30,1,91.68,4.529152699564175,0,At Risk
12660.0,11,1,245.1,5.50573795739701,0,At Risk
12662.0,1,12,3817.08,8.247502957444906,2,Champions
12664.0,8,10,4863.88,8.489797328334395,2,Champions
12665.0,325,2,61.75,4.139158578011894,1,At Risk
12667.0,58,1,620.13,6.431540399799522,0,At Risk
12668.0,7,6,3743.18,8.227957913364902,2,Champions
12669.0,151,4,1607.73,7.383200326820626,0,At Risk
12670.0,10,6,2986.15,8.00207503456489,2,Champions
12672.0,330,1,225.89999999999998,5.424509391785796,1,At Risk
12673.0,5,2,610.52,6.415947661051908,0,At Risk
12674.0,12,7,1919.31,7.5602419103221665,2,Champions
12676.0,25,6,1331.39,7.194729601037682,2,Champions
12678.0,42,13,17588.26,9.775043767489073,2,Champions
12679.0,52,9,1058.67,6.9657128178810295,2,Champions
12680.0,1,4,862.81,6.761352837213469,0,At Risk
12681.0,15,27,13677.59,9.523587115689008,2,Champions
12682.0,4,31,12288.22,9.416477734313304,2,Champions
12683.0,4,20,8221.09,9.014579713639705,2,Champions
12684.0,8,7,2283.63,7.733959364615189,2,Champions
12685.0,28,6,2863.08,7.960002460651312,2,Champions
12686.0,372,1,89.14,4.501364017262502,1,At Risk
12688.0,114,1,4873.8099999999995,8.491836408313453,2,Champions
12689.0,26,2,1247.61,7.1297862115656185,0,At Risk
12690.0,206,1,389.01,5.966172379820607,1,At Risk
12691.0,28,6,1035.8,6.94389432559801,0,At Risk
12693.0,121,6,830.96,6.723784362742399,0,At Risk
12694.0,70,2,869.67,6.769263030204804,0,At Risk
12695.0,7,4,582.1,6.368358698228111,0,At Risk
12697.0,21,5,939.02,6.84590115163345,0,At Risk
12700.0,8,6,4867.99,8.490641802370774,2,Champions
12701.0,80,2,797.71,6.682997926190526,0,At Risk
12702.0,20,1,219.0,5.393627546352362,0,At Risk
12703.0,64,2,274.7,5.619313318029751,0,At Risk
12704.0,7,10,2220.84,7.706090960406212,2,Champions
12705.0,15,14,6814.24,8.826916559944886,2,Champions
12707.0,292,1,603.42,6.404269320519532,1,At Risk
12708.0,30,16,2616.32,7.869906172471762,2,Champions
12709.0,3,26,9294.1,9.137242658569969,2,Champions
12710.0,97,4,1130.57,7.031361327941309,0,At Risk
12712.0,23,17,4241.63,8.352938638948874,2,Champions
12713.0,1,1,848.55,6.744706797531768,0,At Risk
12714.0,9,5,4708.86,8.45741346257719,2,Champions
12715.0,106,1,353.86,5.871723345495433,0,At Risk
12716.0,4,2,1053.49,6.960812516706486,0,At Risk
12717.0,151,3,980.98,6.8895709415482855,0,At Risk
12718.0,71,1,238.25,5.477509030333064,0,At Risk
12719.0,5,3,608.1,6.411982457842439,0,At Risk
12720.0,3,29,5713.28,8.65072358404026,2,Champions
12721.0,32,7,2628.98,7.874731520580157,2,Champions
12722.0,85,6,904.33,6.808299518118574,0,At Risk
12723.0,4,5,725.07,6.587646428909591,0,At Risk
12724.0,5,4,1031.41,6.9396511539657,0,At Risk
12725.0,371,1,427.8,6.060990609756592,1,At Risk
12726.0,28,7,2609.1,7.867143813759015,2,Champions
12727.0,11,9,3947.7,8.281141689801244,2,Champions
12728.0,71,4,836.33,6.7302182580203365,0,At Risk
12729.0,114,1,453.01,6.118119224230488,0,At Risk
12731.0,24,14,18793.41,9.84131476417808,2,Champions
12732.0,180,1,236.26000000000002,5.469156586232957,1,At Risk
12733.0,234,1,383.95,5.953113455724059,1,At Risk
12734.0,353,1,110.39999999999999,4.713127327493184,1,At Risk
12735.0,315,2,779.5699999999999,6.660024422032584,1,At Risk
12736.0,333,1,234.0,5.459585514144159,1,At Risk
12738.0,372,1,155.35,5.05209708390385,1,At Risk
12739.0,78,2,1013.04,6.921697631104842,0,At Risk
12740.0,64,1,427.6,6.060524083039477,0,At Risk
12743.0,134,2,546.43,6.305234599635373,0,At Risk
12744.0,52,10,9120.39,9.118377483735507,2,Champions
12747.0,2,11,4196.01,8.342127645985029,2,Champions
12748.0,1,224,29072.1,10.277568627014258,3,Champions
12749.0,4,8,3868.2,8.260803046308391,2,Champions
12750.0,129,1,275.88,5.623584199327089,0,At Risk
12752.0,81,1,4366.78,8.38201014985595,2,Champions
12753.0,4,11,21024.01,9.953467960465293,2,Champions
12754.0,236,5,2949.12,7.989601126472641,1,At Risk
12755.0,250,4,2203.2,7.698119910257441,1,At Risk
12756.0,87,1,112.07999999999998,4.72809553282539,0,At Risk
12757.0,16,19,4227.7,8.34964989620001,2,Champions
12758.0,117,2,2791.59,7.934724759609325,2,Champions
12759.0,52,3,1531.44,7.334616515331031,0,At Risk
12762.0,8,2,1898.52,7.549356501658852,2,Champions
12763.0,138,2,494.08,6.204719365671822,0,At Risk
12764.0,317,1,1693.88,7.435367220848186,1,At Risk
12766.0,4,7,6989.63,8.852325959921869,2,Champions
12769.0,239,1,1143.6,7.042810509975002,1,At Risk
12770.0,211,1,1351.45,7.209673041460572,1,At Risk
12772.0,60,1,892.47,6.795112758210396,0,At Risk
12775.0,17,6,1351.24,7.209517755641922,2,Champions
12778.0,20,7,804.23,6.691127950895724,0,At Risk
12779.0,21,12,3868.7,8.2609322636392,2,Champions
12781.0,21,5,707.72,6.563460526103777,0,At Risk
12782.0,5,6,2273.32,7.729436385606313,2,Champions
12783.0,2,8,1603.87,7.380798035398956,2,Champions
12784.0,9,2,574.42,6.355100208942306,0,At Risk
12785.0,3,2,305.71,5.725902675740284,0,At Risk
12787.0,10,3,463.66,6.141305955347142,0,At Risk
12789.0,65,1,91.85,4.530985287798715,0,At Risk
12790.0,192,1,324.92,5.786651952478496,1,At Risk
12791.0,374,1,192.60000000000002,5.265794174842477,1,At Risk
12792.0,257,1,400.53999999999996,5.995307154825432,1,At Risk
12793.0,335,2,545.48,6.303497710423594,1,At Risk
12794.0,53,2,860.41,6.758570581561217,0,At Risk
12795.0,19,1,430.48,6.067221159507229,0,At Risk
12797.0,360,3,194.18,5.273922209713315,1,At Risk
12798.0,10,3,6977.04,8.85052335403181,2,Champions
12802.0,184,2,412.58,6.024850966125616,1,At Risk
12808.0,37,3,483.65000000000003,6.183426980938617,0,At Risk
12809.0,168,2,484.36,6.184890883634043,1,At Risk
12811.0,261,3,514.85,6.245816025546385,1,At Risk
12812.0,45,1,229.64000000000001,5.440858053330147,0,At Risk
12814.0,102,1,125.92,4.843556966714995,0,At Risk
12815.0,148,2,1063.46,6.970222907300612,0,At Risk
12816.0,96,2,572.2,6.351234695954017,0,At Risk
12817.0,281,1,166.04,5.118233304694274,1,At Risk
12818.0,178,2,1517.88,7.325728500133488,1,At Risk
12820.0,3,4,942.34,6.849426769082011,0,At Risk
12821.0,214,1,92.72,4.540311613639595,1,At Risk
12822.0,71,3,918.98,6.824351930676353,0,At Risk
12823.0,75,5,1759.5,7.473353138595107,2,Champions
12824.0,60,1,397.12,5.986753467377863,0,At Risk
12826.0,3,8,1468.1200000000001,7.292418861060857,2,Champions
12827.0,6,3,430.15000000000003,6.066456057398334,0,At Risk
12828.0,3,6,1018.71,6.927273552128017,0,At Risk
12829.0,322,3,253.05,5.537531098039741,1,At Risk
12830.0,38,7,6748.4,8.817208891026835,2,Champions
12831.0,262,1,215.05,5.3755098623779425,1,At Risk
12832.0,32,2,383.03,5.950720674536128,0,At Risk
12833.0,145,1,417.38,6.0363901104609745,0,At Risk
12834.0,283,1,312.38,5.7474165116762626,1,At Risk
12836.0,59,4,2612.86,7.868583334984023,2,Champions
12837.0,173,1,134.1,4.906015244966153,1,At Risk
12838.0,34,2,683.13,6.528147958043258,0,At Risk
12839.0,3,16,5583.62,8.62777166979729,2,Champions
12840.0,144,6,2714.27,7.906646674937272,2,Champions
12841.0,5,26,3876.4,8.262920104905108,2,Champions
12842.0,70,2,1118.99,7.0210750356778515,0,At Risk
12843.0,66,9,1680.76,7.427596143075045,2,Champions
12844.0,29,2,325.96000000000004,5.789837839256022,0,At Risk
12845.0,267,4,354.09,5.8723712784711255,1,At Risk
12847.0,22,1,871.54,6.771408498297926,0,At Risk
12849.0,31,2,1050.8899999999999,6.958343825092948,0,At Risk
12851.0,97,1,135.18,4.9139775400548205,0,At Risk
12852.0,290,2,299.75,5.7062793548547885,1,At Risk
12853.0,108,9,1881.7,7.540462195730666,2,Champions
12854.0,79,5,1289.15,7.1625137696655985,0,At Risk
12855.0,373,1,38.1,3.66612246699132,1,At Risk
12856.0,8,8,2162.68,7.67956575472505,2,Champions
12857.0,211,2,1106.4,7.009770204388867,1,At Risk
12863.0,52,2,504.2,6.224954390476336,0,At Risk
12864.0,138,1,147.12,4.998022756045412,1,At Risk
12865.0,26,3,1548.07,7.3454100298412595,2,Champions
12866.0,283,1,559.12,6.3281510464875765,1,At Risk
12867.0,26,10,3986.22,8.290849525191863,2,Champions
12868.0,186,6,1607.0600000000002,7.3827837624756185,1,At Risk
12871.0,84,2,380.64,5.9444777558836455,0,At Risk
12872.0,327,2,599.97,6.398545016483998,1,At Risk
12873.0,282,1,374.0,5.926926025970411,1,At Risk
12875.0,143,2,343.2300000000001,5.841310038608051,0,At Risk
12876.0,58,2,2218.02,7.704820935960926,2,Champions
12877.0,4,12,1535.77,7.337438090181038,2,Champions
12878.0,18,3,841.64,6.736539820528287,0,At Risk
12879.0,45,4,552.5699999999999,6.316388212083643,0,At Risk
12881.0,276,1,298.0,5.700443573390687,1,At Risk
12882.0,9,2,1463.04,7.288955016552379,0,At Risk
12883.0,25,4,703.47,6.5574457470395595,0,At Risk
12884.0,88,1,309.05,5.736733574795887,0,At Risk
12885.0,63,4,1158.27,7.055545775656713,0,At Risk
12886.0,68,3,1351.09,7.209406822434692,0,At Risk
12888.0,214,4,313.77,5.751842213399761,1,At Risk
12890.0,24,1,380.46999999999997,5.944032210673093,0,At Risk
12891.0,186,3,331.0,5.805134968916488,1,At Risk
12893.0,31,1,188.14,5.242487481587366,0,At Risk
12895.0,42,3,347.3,5.853064177371955,0,At Risk
12897.0,205,2,216.5,5.382198850528739,1,At Risk
12901.0,9,36,16293.1,9.698558358080183,2,Champions
12902.0,265,1,138.68,4.939354092091292,1,At Risk
12904.0,18,2,509.58,6.235547334435847,0,At Risk
12906.0,12,5,2919.81,7.979616254055095,2,Champions
12908.0,59,4,246.0,5.5093883366279774,0,At Risk
12909.0,40,8,2128.83,7.663797443311735,2,Champions
12910.0,23,8,3075.04,8.031398334442155,2,Champions
12912.0,3,5,1662.3,7.416558859796489,2,Champions
12913.0,5,5,2483.63,7.817879034084852,2,Champions
12915.0,149,2,363.65,5.898937989430242,0,At Risk
12916.0,139,5,2982.35,8.000802109177366,2,Champions
12917.0,128,1,594.0,6.38856140554563,0,At Risk
12919.0,8,8,1301.44,7.171994707307368,2,Champions
12920.0,17,1,164.23,5.1073384426629,0,At Risk
12921.0,4,50,16389.74,9.704471820200059,2,Champions
12922.0,161,1,405.38,6.007288682454868,1,At Risk
12923.0,64,1,176.97,5.181614996761894,0,At Risk
12924.0,88,5,929.95,6.836205570142061,0,At Risk
12925.0,5,2,694.05,6.5439837854231016,0,At Risk
12928.0,35,5,2062.7000000000003,7.632255767200078,2,Champions
12929.0,122,2,105.1,4.664382045619937,0,At Risk
12930.0,78,4,409.9,6.018349875889364,0,At Risk
12931.0,22,20,33462.81,10.418219835362668,2,Champions
12933.0,24,4,606.28,6.408989969708513,0,At Risk
12935.0,2,8,2156.45,7.6766822477180074,2,Champions
12936.0,17,5,1012.9,6.921559559958534,0,At Risk
12937.0,15,4,1504.27,7.316727563085719,2,Champions
12938.0,26,1,114.14,4.7461487792476635,0,At Risk
12939.0,64,8,11581.8,9.357276518099342,2,Champions
12940.0,46,4,876.29,6.776837610460004,0,At Risk
12942.0,131,3,683.9,6.529272842203859,0,At Risk
12944.0,36,2,604.51,6.406071078133402,0,At Risk
12945.0,288,1,462.95,6.139776787799188,1,At Risk
12947.0,144,11,1407.29,7.250131481419013,2,Champions
12948.0,16,8,2053.7,7.627885130871969,2,Champions
12949.0,31,10,4143.02,8.329421610182498,2,Champions
12950.0,2,3,1843.0,7.519692404116539,2,Champions
12951.0,9,8,1042.07,6.949923566842682,2,Champions
12952.0,6,5,1382.8400000000001,7.2326175225582015,2,Champions
12953.0,10,1,329.85,5.801665100458068,0,At Risk
12955.0,1,14,4734.26,8.462791914355538,2,Champions
12956.0,306,1,108.07,4.691989877940651,1,At Risk
12957.0,4,12,3979.04,8.289047148479236,2,Champions
12962.0,7,2,266.39,5.588708266810736,0,At Risk
12963.0,8,9,1841.03,7.518623503327578,2,Champions
12965.0,89,1,771.91,6.65016261231351,0,At Risk
12966.0,10,1,160.18,5.0825217528963655,0,At Risk
12967.0,3,4,1194.75,7.0865288825604065,0,At Risk
12968.0,112,1,135.95,4.919615895709087,0,At Risk
12970.0,7,4,452.24,6.116421786512366,0,At Risk
12971.0,4,89,10930.26,9.299381853574955,3,Champions
12974.0,198,1,144.8,4.982235819574558,1,At Risk
12976.0,212,1,738.6,6.60610949951297,1,At Risk
12977.0,156,1,39.239999999999995,3.6948615257914836,1,At Risk
12980.0,156,12,7092.06,8.866872120210438,2,Champions
